ans_id,V00116092019,V00216092019,V00216092019_o,V00316092019,V00416092019,V00516092019,V00516092019_o,V00616092019,V00716092019,V00716092019_o,ID,Geslacht,Geboren,Leeftijd,Leeftijd7,Leeftijd3N,postcode,Gemeente,Arrondissement,Provincie,Nielsen,REGIO,Taalregime,Kieskring,Urban2,Urban4,Urban5,CIM_New_Habitat,CIM_Stedelijk_Leefcomplex,Zender,Diploma,Diploma3,Diploma2,Beroep,Soc_groep,soc_groep2,Burgerlijke_Stand,Burgerlijke_Stand2,Kinderen,Kinderen2,V010,V011,V012,V013,V014,Migratie,Politiek_stem,Politiek_stem2,Politiek_stem3,Politiek_interesse,Politiek_interesse2,Kennis_actualiteit,Kennis_actualiteit2,VRT_NWS,Nieuwsvolger,V015_1,V015_2,V015_3,V015_4,V015_5,V015_6,V015_7,V015_8,V016_1,V016_2,V016_3,V016_4,V016_5,V016_6,V016_7,V016_8,V016_9,V016_10,V016_11,V017_1,V017_2,V017_3,V017_4,V017_5,V017_6,V017_7,V017_8,V018_1,V018_2,V018_3,V018_4,V018_5,V019_1,V019_2,Type_nieuwskijker,V019_3,V019_4,V019_5,V019_6,V020_1,V020_2,V020_3,V020_4,V020_5,V020_6,V020_7,V021_1,V021_2,V021_3,V021_4,V021_5,V023_1,V023_2,V023_3,V023_4,V023_5,V023_6,V023_7,V023_8,V023_9,Weging,V001,V003,V004,V004C,V006
354,Eerder interessant,,Aangevinkt,Eerder interessant,Eerder goed,,Aangevinkt,Helemaal niet interessant,,Aangevinkt,389,Man,1985,34,25-34,16-34,2640,Mortsel,Antwerpen,Antwerpen,"Antwerpen, Vlaams Brabant, Limburg",Vlaanderen,Nederlands,Antwerpen,verstedelijkt,5 grote centra,Randstad,Antwerpen (GCA ),Antwerpen randstad,ATV,Academische master (universitair onderwijs),Hoger onderwijs,Hoger onderwijs,Bediende,2,1-4,Ik ben feitelijk samenwonend,Partner,"Nee, ik heb geen kinderen",Geen kinderen,Ja,99999,Nee,99999,99999,Niet,N-VA,N-VA,Rechts,Eerder wel geïnteresseerd,Interesse,"Weet ik meestal wel ongeveer waar het over gaat, maar ken ik de details niet",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Dagelijks,Minder dan maandelijks,Minstens wekelijks,Nooit,Dagelijks,Dagelijks,Nooit,Dagelijks,Nooit,Nooit,Dagelijks,Nooit,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Nooit,Minstens maandelijks,Minstens wekelijks,Minstens maandelijks,Minstens wekelijks,Minstens wekelijks,Nooit,Minder dan maandelijks,Minstens wekelijks,VRT,Minder dan maandelijks,Minder dan maandelijks,Minstens maandelijks,Nooit,Een paar keer per dag,Een paar keer per week,Nooit,Minder dan wekelijks,Nooit,Nooit,Een paar keer per dag,Nooit,Nooit,Nooit,Nooit,Nooit,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,0.9547732971895233,Interessant,Interessant,Goed,Goed,Niet interessant
262,Eerder interessant,,Aangevinkt,Heel interessant,Heel goed,,Aangevinkt,Eerder niet interessant,,Aangevinkt,289,Man,1991,28,25-34,16-34,2000,Antwerpen,Antwerpen,Antwerpen,"Antwerpen, Vlaams Brabant, Limburg",Vlaanderen,Nederlands,Antwerpen,verstedelijkt,5 grote centra,Kernstad,Antwerpen (GCA ),Antwerpen kernstad,ATV,Academische master (universitair onderwijs),Hoger onderwijs,Hoger onderwijs,Bediende middenkader,1,1-4,Ik ben wettelijk samenwonend,Partner,"Nee, ik heb geen kinderen",Geen kinderen,Ja,99999,Nee,99999,99999,Niet,N-VA,N-VA,Rechts,Heel erg geïnteresseerd,Interesse,"Weet ik meestal wel ongeveer waar het over gaat, maar ken ik de details niet",Op de hoogte,Minder dan wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens maandelijks,Nooit,Minstens maandelijks,Nooit,Minstens maandelijks,Minstens maandelijks,Nooit,Minstens maandelijks,Minstens maandelijks,Nooit,Minstens maandelijks,Minstens maandelijks,Minstens maandelijks,Minstens maandelijks,Nooit,Dagelijks,Nooit,Minstens maandelijks,Minstens maandelijks,Minder dan maandelijks,Minstens wekelijks,Minstens wekelijks,Minder dan maandelijks,Minstens wekelijks,Minstens maandelijks,VTM,Minder dan maandelijks,Minder dan maandelijks,Dagelijks,Nooit,Een paar keer per dag,Minder dan wekelijks,Minder dan wekelijks,Een paar keer per dag,Een paar keer per week,Nooit,Een paar keer per dag,Dagelijks,Minder dan maandelijks,Minstens maandelijks,Nooit,Minder dan maandelijks,Eerder niet belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,0.9547732971895233,Interessant,Interessant,Goed,Goed,Niet interessant
169,Eerder interessant,Echtheid van de claims,niet aangevinkt,Heel interessant,Eerder goed,,Aangevinkt,Eerder interessant,Sowieso schadelijk,niet aangevinkt,186,Man,1991,28,25-34,16-34,8520,Kuurne,Kortrijk,West-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,West-Vlaanderen,verstedelijkt,steden,Randstad,steden Vlaanderen (VCF),Kortrijk randstad,WTV,Academische master (universitair onderwijs),Hoger onderwijs,Hoger onderwijs,,3,1-4,Ik ben wettelijk samenwonend,Partner,"Nee, ik heb geen kinderen",Geen kinderen,Ja,99999,Nee,99999,99999,Niet,N-VA,N-VA,Rechts,Eerder wel geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minder dan wekelijks,Nieuwsvolger,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Nooit,Minstens wekelijks,Dagelijks,Nooit,Dagelijks,Nooit,Minstens maandelijks,Minstens wekelijks,Minstens maandelijks,Minstens wekelijks,Minstens wekelijks,Minder dan maandelijks,Minstens wekelijks,Minstens wekelijks,Rest,Minder dan maandelijks,Minder dan maandelijks,Minstens wekelijks,Minder dan maandelijks,Een paar keer per dag,Nooit,Een paar keer per dag,Nooit,Nooit,Nooit,Een paar keer per dag,Nooit,Nooit,Nooit,Nooit,Nooit,Eerder wel belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Geen mening,Geen mening,Eerder wel belangrijk,Eerder wel belangrijk,Geen mening,Eerder wel belangrijk,1.2069360135407519,Interessant,Interessant,Goed,Goed,Interessant
614,Eerder interessant,"Wie heeft de aanval effectief uitgevoerd?
Wat gaat Trump doen?",niet aangevinkt,Helemaal niet interessant,Eerder niet goed,,Aangevinkt,Helemaal niet interessant,,Aangevinkt,667,Man,1986,33,25-34,16-34,8620,Nieuwpoort,Veurne,West-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,West-Vlaanderen,landelijk,kleine lokaliteiten,Andere gemeenten,kleine lokaliteiten Vlaanderen (PLF),Geen stedelijk leefcomplex,Focus TV,Professionele bachelor (hoger onderwijs korte type),Hoger onderwijs,Hoger onderwijs,Bediende,2,1-4,Ik heb geen partner en ben alleenstaand,Geen partner,"Nee, ik heb geen kinderen",Geen kinderen,Ja,99999,Nee,99999,99999,Niet,N-VA,N-VA,Rechts,Helemaal niet geïnteresseerd,Geen interesse,"Weet ik meestal wel ongeveer waar het over gaat, maar ken ik de details niet",Op de hoogte,Minder dan wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Nooit,Minder dan maandelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minder dan maandelijks,Minder dan maandelijks,Minstens maandelijks,Minstens maandelijks,Minder dan maandelijks,Nooit,Minstens maandelijks,Minder dan maandelijks,Nooit,Minstens maandelijks,Minstens maandelijks,Minder dan maandelijks,Nooit,Nooit,Rest,Nooit,Nooit,Nooit,Nooit,Nooit,Een paar keer per dag,Een paar keer per week,Minder dan wekelijks,Nooit,Nooit,Een paar keer per dag,Minstens wekelijks,Nooit,Nooit,Nooit,Nooit,Eerder niet belangrijk,Eerder niet belangrijk,Helemaal niet belangrijk,Eerder niet belangrijk,Helemaal niet belangrijk,Eerder niet belangrijk,Eerder niet belangrijk,Helemaal niet belangrijk,Helemaal niet belangrijk,1.2069360135407519,Interessant,Niet interessant,Niet goed,Niet goed,Niet interessant
155,Eerder interessant,,Aangevinkt,Eerder interessant,Eerder goed,,Aangevinkt,Eerder interessant,,Aangevinkt,171,Man,1993,26,25-34,16-34,8880,Ledegem,Roeselare,West-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,West-Vlaanderen,landelijk,landelijk,Andere gemeenten,landelijk Vlaanderen (CRF),Geen stedelijk leefcomplex,WTV,Academische master (universitair onderwijs),Hoger onderwijs,Hoger onderwijs,Bediende,2,1-4,"Ik heb een partner, maar woon hier niet mee samen",Partner,"Nee, ik heb geen kinderen",Geen kinderen,Ja,99999,Nee,99999,99999,Niet,N-VA,N-VA,Rechts,Heel erg geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Dagelijks,Nooit,Nooit,Minstens maandelijks,Minder dan maandelijks,Nooit,Nooit,Minstens wekelijks,Dagelijks,Nooit,Minstens wekelijks,Nooit,Minder dan maandelijks,Minstens wekelijks,Minstens wekelijks,Minstens maandelijks,Nooit,Nooit,Nooit,Nooit,Dagelijks,Dagelijks,Minstens wekelijks,Dagelijks,Minstens wekelijks,Minstens wekelijks,Nooit,Dagelijks,VRT,Minstens maandelijks,Minstens maandelijks,Minstens wekelijks,Minstens wekelijks,De hele dag door,De hele dag door,De hele dag door,Een paar keer per dag,Nooit,Een paar keer per week,Een paar keer per week,Minstens wekelijks,Minstens maandelijks,Minstens maandelijks,Nooit,Minstens wekelijks,Eerder wel belangrijk,Heel erg belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,1.2069360135407519,Interessant,Interessant,Goed,Goed,Interessant
56,Heel interessant,Wat voor Drones zijn er gebruikt? Militaire of gewone?,niet aangevinkt,Eerder interessant,Eerder goed,Is de moderne opvoeding wel goed? Ook nu grijpt men weer terug naar vroeger,niet aangevinkt,Eerder niet interessant,,Aangevinkt,60,Man,1988,31,25-34,16-34,3740,Bilzen,Tongeren,Limburg,"Antwerpen, Vlaams Brabant, Limburg",Vlaanderen,Nederlands,Limburg,landelijk,kleine lokaliteiten,Buitenwijk,kleine lokaliteiten Vlaanderen (PLF),Hasselt-Genk slaapstad,TV-Limburg,Academische master (universitair onderwijs),Hoger onderwijs,Hoger onderwijs,Bediende,2,1-4,Ik ben getrouwd,Partner,"Nee, ik heb geen kinderen",Geen kinderen,Ja,99999,Nee,99999,99999,Niet,N-VA,N-VA,Rechts,Heel erg geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minder dan wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Minder dan maandelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Dagelijks,Minder dan maandelijks,Minder dan maandelijks,Nooit,Minder dan maandelijks,Minstens wekelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Nooit,Nooit,Minstens maandelijks,Nooit,Nooit,Dagelijks,Minstens maandelijks,Minder dan maandelijks,Dagelijks,Minder dan maandelijks,Nooit,Minstens wekelijks,Minder dan maandelijks,VTM,Minder dan maandelijks,Nooit,Nooit,Nooit,De hele dag door,Minder dan wekelijks,Een paar keer per dag,Minder dan wekelijks,Minder dan wekelijks,Minder dan wekelijks,Een paar keer per week,Minstens wekelijks,Nooit,Minder dan maandelijks,Nooit,Minder dan maandelijks,Eerder wel belangrijk,Helemaal niet belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,0.9920903347054084,Interessant,Interessant,Goed,Goed,Niet interessant
606,Heel interessant,wat zijn de gevolgen op de olieprijs? wat is de reactie van Saudi-Arabië?,niet aangevinkt,Heel interessant,Heel goed,,Aangevinkt,Eerder interessant,zal België stappen ondernemen om de elektrische sigaret strenger te reguleren en de gezondheidseffecten beter te onderzoeken?,niet aangevinkt,658,Man,1989,30,25-34,16-34,8200,Brugge,Brugge,West-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,West-Vlaanderen,verstedelijkt,steden,Kernstad,steden Vlaanderen (VCF),Brugge kernstad,Focus TV,"Postuniversitaire opleiding (Manama, doctoraat)",Hoger onderwijs,Hoger onderwijs,Bediende,1,1-4,Ik ben getrouwd,Partner,"Nee, ik heb geen kinderen",Geen kinderen,Ja,99999,Nee,99999,99999,Niet,Sp.a,Sp.a,Links,Heel erg geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Minder dan maandelijks,Minder dan maandelijks,Dagelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Dagelijks,Minstens wekelijks,Dagelijks,Nooit,Nooit,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minstens wekelijks,Nooit,Minder dan maandelijks,Minstens maandelijks,Nooit,Nooit,Minstens wekelijks,Minder dan maandelijks,Nooit,Minder dan maandelijks,Nooit,Minstens wekelijks,Minstens wekelijks,Minder dan maandelijks,Minstens wekelijks,Nooit,Nooit,Minstens maandelijks,Rest,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Nooit,Minder dan wekelijks,Een paar keer per dag,Minder dan wekelijks,Een paar keer per week,Nooit,Minder dan wekelijks,De hele dag door,Minstens wekelijks,Minder dan maandelijks,Nooit,Nooit,Minder dan maandelijks,Eerder niet belangrijk,Eerder niet belangrijk,Heel erg belangrijk,Heel erg belangrijk,Heel erg belangrijk,Heel erg belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Heel erg belangrijk,1.5071096578229255,Interessant,Interessant,Goed,Goed,Interessant
779,Heel interessant,Effect op de economie?,niet aangevinkt,Heel interessant,Eerder goed,Goede opvolging nodig?,niet aangevinkt,Helemaal niet interessant,"geen, vapen is debiel",niet aangevinkt,846,Man,1989,30,25-34,16-34,9000,Gent,Gent,Oost-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,Oost-Vlaanderen,verstedelijkt,5 grote centra,Kernstad,Gent (GCG),Gent kernstad,AVS,Academische master (universitair onderwijs),Hoger onderwijs,Hoger onderwijs,Bediende,2,1-4,Ik ben wettelijk samenwonend,Partner,"Ja, enkel inwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,Sp.a,Sp.a,Links,Eerder niet geïnteresseerd,Geen interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minder dan wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Nooit,Minder dan maandelijks,Minder dan maandelijks,Nooit,Nooit,Minder dan maandelijks,Nooit,Nooit,Nooit,Dagelijks,Minder dan maandelijks,Nooit,Minstens maandelijks,Nooit,Minder dan maandelijks,Minstens wekelijks,Minder dan maandelijks,Minder dan maandelijks,Dagelijks,Nooit,Minder dan maandelijks,Nooit,Minder dan maandelijks,Dagelijks,Dagelijks,Dagelijks,Dagelijks,Dagelijks,Minstens maandelijks,Minstens wekelijks,VRT,Nooit,Nooit,Minstens maandelijks,Minstens wekelijks,De hele dag door,Nooit,De hele dag door,Minder dan wekelijks,Minder dan wekelijks,Nooit,De hele dag door,Dagelijks,Nooit,Nooit,Nooit,Minstens maandelijks,Eerder wel belangrijk,Heel erg belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Heel erg belangrijk,Eerder wel belangrijk,1.171530961802593,Interessant,Interessant,Goed,Goed,Niet interessant
880,Eerder interessant,Geen.,niet aangevinkt,Heel interessant,Heel goed,Geen.,niet aangevinkt,Eerder interessant,Geen.,niet aangevinkt,958,Man,1990,29,25-34,16-34,2570,Duffel,Mechelen,Antwerpen,"Antwerpen, Vlaams Brabant, Limburg",Vlaanderen,Nederlands,Antwerpen,landelijk,kleine lokaliteiten,Buitenwijk,kleine lokaliteiten Vlaanderen (PLF),Antwerpen slaapstad,RTV Mechelen,Professionele bachelor (hoger onderwijs korte type),Hoger onderwijs,Hoger onderwijs,Bediende,2,1-4,Ik ben wettelijk samenwonend,Partner,"Nee, ik heb geen kinderen",Geen kinderen,Ja,99999,Nee,99999,99999,Niet,Groen,Groen,Links,Heel erg geïnteresseerd,Interesse,"Weet ik meestal wel ongeveer waar het over gaat, maar ken ik de details niet",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Nooit,Minder dan maandelijks,Nooit,Nooit,Nooit,Nooit,Minder dan maandelijks,Nooit,Minstens maandelijks,Minstens maandelijks,Nooit,Minder dan maandelijks,Nooit,Minstens wekelijks,Minstens maandelijks,Nooit,Minstens wekelijks,Nooit,Nooit,Nooit,Minstens maandelijks,Minstens maandelijks,Minstens wekelijks,Nooit,Minstens maandelijks,Nooit,Nooit,Minstens wekelijks,Minstens maandelijks,Minstens wekelijks,Minstens maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minstens wekelijks,VRT,Minstens maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,De hele dag door,Een paar keer per week,De hele dag door,Een paar keer per week,Minder dan wekelijks,Nooit,De hele dag door,Nooit,Nooit,Nooit,Nooit,Nooit,Eerder wel belangrijk,Eerder niet belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,0.7647221168017287,Interessant,Interessant,Goed,Goed,Interessant
144,Heel interessant,Wanneer zullen wij de stijgende prijs voelen?,niet aangevinkt,Heel interessant,Heel goed,Bij de vds zeggen ze dit al lang.,niet aangevinkt,Heel interessant,Waarom geen totaal verbod,niet aangevinkt,157,Man,1985,34,25-34,16-34,8500,Kortrijk,Kortrijk,West-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,West-Vlaanderen,verstedelijkt,steden,Kernstad,steden Vlaanderen (VCF),Kortrijk kernstad,WTV,Professionele bachelor (hoger onderwijs korte type),Hoger onderwijs,Hoger onderwijs,Bediende,2,1-4,Ik ben wettelijk samenwonend,Partner,"Ja, enkel inwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,Groen,Groen,Links,Heel erg geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Minstens wekelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens maandelijks,Dagelijks,Nooit,Dagelijks,Nooit,Nooit,Minstens maandelijks,Minstens wekelijks,Dagelijks,Dagelijks,Minstens maandelijks,Dagelijks,Nooit,Minstens wekelijks,Minstens wekelijks,Minstens wekelijks,Minstens maandelijks,Minstens wekelijks,Nooit,Nooit,Minstens wekelijks,VRT,Nooit,Nooit,Minstens maandelijks,Nooit,De hele dag door,Nooit,Nooit,Nooit,Nooit,Nooit,De hele dag door,Dagelijks,Nooit,Nooit,Nooit,Nooit,Eerder wel belangrijk,Eerder niet belangrijk,Heel erg belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,0.9666909054075828,Interessant,Interessant,Goed,Goed,Interessant
359,Eerder interessant,,Aangevinkt,Heel interessant,Heel goed,,Aangevinkt,Heel interessant,,Aangevinkt,394,Man,1987,32,25-34,16-34,9991,Maldegem,Eeklo,Oost-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,Oost-Vlaanderen,landelijk,kleine lokaliteiten,Andere gemeenten,kleine lokaliteiten Vlaanderen (PLF),Geen stedelijk leefcomplex,AVS,Professionele bachelor (hoger onderwijs korte type),Hoger onderwijs,Hoger onderwijs,Bediende,2,1-4,Ik ben getrouwd,Partner,"Ja, enkel inwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,Groen,Groen,Links,Heel erg geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Minstens maandelijks,Minstens maandelijks,Nooit,Nooit,Nooit,Minder dan maandelijks,Minder dan maandelijks,Nooit,Minstens wekelijks,Minstens wekelijks,Minstens maandelijks,Nooit,Nooit,Minstens maandelijks,Minstens maandelijks,Nooit,Dagelijks,Nooit,Minder dan maandelijks,Dagelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Minder dan maandelijks,Nooit,Minstens wekelijks,Dagelijks,Minder dan maandelijks,Minder dan maandelijks,Nooit,Nooit,Minstens wekelijks,VRT,Dagelijks,Dagelijks,Nooit,Nooit,Een paar keer per week,De hele dag door,Een paar keer per dag,Minder dan wekelijks,Minder dan wekelijks,Nooit,Een paar keer per dag,Dagelijks,Dagelijks,Nooit,Minstens maandelijks,Nooit,Eerder wel belangrijk,Heel erg belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,0.751443878220457,Interessant,Interessant,Goed,Goed,Interessant
407,Eerder interessant,,Aangevinkt,Eerder interessant,Eerder goed,,Aangevinkt,Heel interessant,Zijn er al grote studies die het effect van de e-sigaret op de gezondheid hebben bestudeerd?,niet aangevinkt,446,Man,1988,31,25-34,16-34,9050,Gent,Gent,Oost-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,Oost-Vlaanderen,verstedelijkt,5 grote centra,Kernstad,Gent (GCG),Gent kernstad,AVS,"Postuniversitaire opleiding (Manama, doctoraat)",Hoger onderwijs,Hoger onderwijs,Bediende,1,1-4,Ik heb geen partner en ben alleenstaand,Geen partner,"Nee, ik heb geen kinderen",Geen kinderen,Ja,99999,Nee,99999,99999,Niet,Groen,Groen,Links,Eerder wel geïnteresseerd,Interesse,"Weet ik meestal wel ongeveer waar het over gaat, maar ken ik de details niet",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Dagelijks,Minder dan maandelijks,Minstens wekelijks,Minder dan maandelijks,Minder dan maandelijks,Nooit,Nooit,Minstens wekelijks,Minder dan maandelijks,Nooit,Minstens maandelijks,Nooit,Nooit,Minstens maandelijks,Minstens maandelijks,Minstens maandelijks,Minstens maandelijks,Minstens maandelijks,Nooit,Minstens wekelijks,VRT,Minder dan maandelijks,Minder dan maandelijks,Nooit,Minstens maandelijks,Een paar keer per dag,Nooit,Een paar keer per dag,Minder dan wekelijks,Nooit,Nooit,Een paar keer per dag,Minstens wekelijks,Minstens maandelijks,Nooit,Nooit,Minder dan maandelijks,Eerder wel belangrijk,Helemaal niet belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,0.751443878220457,Interessant,Interessant,Goed,Goed,Interessant
905,Heel interessant,"Waarom zouden houthirebellen dit doen?
Hoe komen die aan drones?
Waarom zou Iran hierachter zitten? Zijn hier aanwijzingen voor?",niet aangevinkt,Eerder interessant,Eerder goed,"Hoe ver mag je hierin gaan?
Hoe wordt dit ingevuld?
Waar zal dit worden toegepast?",niet aangevinkt,Eerder interessant,"Welke longziekten worden veroorzaakt?
Zijn er wetenschappelijke studies die dit onderbouwen? 
Hoeveel moet je roken voor er ziektes optreden?",niet aangevinkt,988,Man,1988,31,25-34,16-34,3000,Leuven,Leuven,Vlaams-Brabant,"Antwerpen, Vlaams Brabant, Limburg",Vlaanderen,Nederlands,Leuven,verstedelijkt,steden,Kernstad,steden Vlaanderen (VCF),Leuven kernstad,ROB TV,Academische master (universitair onderwijs),Hoger onderwijs,Hoger onderwijs,Bediende middenkader,1,1-4,Ik ben wettelijk samenwonend,Partner,"Ja, enkel inwonende kinderen",Wel kinderen,Ja,99999,"Ja, mijn moeder",99999,Congo-Kinshasa,Wel,Groen,Groen,Links,Heel erg geïnteresseerd,Interesse,"Weet ik meestal wel ongeveer waar het over gaat, maar ken ik de details niet",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Minstens wekelijks,Minstens wekelijks,Minstens maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minstens wekelijks,Nooit,Minstens wekelijks,Nooit,Nooit,Minstens maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minstens wekelijks,Minder dan maandelijks,Minder dan maandelijks,Nooit,Minder dan maandelijks,Minstens wekelijks,Minstens wekelijks,Minstens maandelijks,Minstens wekelijks,Nooit,Minstens maandelijks,Minstens maandelijks,Rest,Minder dan maandelijks,Nooit,Nooit,Nooit,Een paar keer per dag,Nooit,Nooit,Een paar keer per week,Een paar keer per week,Nooit,De hele dag door,Dagelijks,Nooit,Nooit,Nooit,Nooit,Eerder niet belangrijk,Eerder niet belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,Eerder niet belangrijk,Heel erg belangrijk,1.6025467517288208,Interessant,Interessant,Goed,Goed,Interessant
