ans_id,V00116092019,V00216092019,V00216092019_o,V00316092019,V00416092019,V00516092019,V00516092019_o,V00616092019,V00716092019,V00716092019_o,ID,Geslacht,Geboren,Leeftijd,Leeftijd7,Leeftijd3N,postcode,Gemeente,Arrondissement,Provincie,Nielsen,REGIO,Taalregime,Kieskring,Urban2,Urban4,Urban5,CIM_New_Habitat,CIM_Stedelijk_Leefcomplex,Zender,Diploma,Diploma3,Diploma2,Beroep,Soc_groep,soc_groep2,Burgerlijke_Stand,Burgerlijke_Stand2,Kinderen,Kinderen2,V010,V011,V012,V013,V014,Migratie,Politiek_stem,Politiek_stem2,Politiek_stem3,Politiek_interesse,Politiek_interesse2,Kennis_actualiteit,Kennis_actualiteit2,VRT_NWS,Nieuwsvolger,V015_1,V015_2,V015_3,V015_4,V015_5,V015_6,V015_7,V015_8,V016_1,V016_2,V016_3,V016_4,V016_5,V016_6,V016_7,V016_8,V016_9,V016_10,V016_11,V017_1,V017_2,V017_3,V017_4,V017_5,V017_6,V017_7,V017_8,V018_1,V018_2,V018_3,V018_4,V018_5,V019_1,V019_2,Type_nieuwskijker,V019_3,V019_4,V019_5,V019_6,V020_1,V020_2,V020_3,V020_4,V020_5,V020_6,V020_7,V021_1,V021_2,V021_3,V021_4,V021_5,V023_1,V023_2,V023_3,V023_4,V023_5,V023_6,V023_7,V023_8,V023_9,Weging,V001,V003,V004,V004C,V006
406,Helemaal niet interessant,,Aangevinkt,Helemaal niet interessant,Helemaal niet goed,Kind en gezin de rekening geven als mijn kind / kleinkind achterkleinkind iets breekt,niet aangevinkt,Heel interessant,,Aangevinkt,445,Man,1961,58,55-64,55+,3665,As,Hasselt,Limburg,"Antwerpen, Vlaams Brabant, Limburg",Vlaanderen,Nederlands,Limburg,landelijk,landelijk,Slaapstad,landelijk Vlaanderen (CRF),Hasselt-Genk buitenwijk,TV-Limburg,Lager middelbaar onderwijs (enkel 3 eerste jaren voltooid),Hoogstens lager secundair,Hoogstens hoger secundair,"Andere (zonder beroep, invalide, ...)",6,5-8,Ik ben getrouwd,Partner,"Ja, enkel inwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,Vlaams Belang,Vlaams Belang,Rechts,Heel erg geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Dagelijks,Dagelijks,Nooit,Nooit,Minstens wekelijks,Minstens wekelijks,Nooit,Minder dan maandelijks,Minder dan maandelijks,Nooit,Minder dan maandelijks,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Minstens wekelijks,Minstens wekelijks,Dagelijks,Dagelijks,Dagelijks,Minder dan maandelijks,VTM,Dagelijks,Minstens wekelijks,Nooit,Dagelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Een paar keer per dag,Dagelijks,Nooit,Minstens wekelijks,Nooit,Nooit,Helemaal niet belangrijk,Helemaal niet belangrijk,Heel erg belangrijk,Heel erg belangrijk,Heel erg belangrijk,Helemaal niet belangrijk,Helemaal niet belangrijk,Helemaal niet belangrijk,Heel erg belangrijk,1.023005290669793,Niet interessant,Niet interessant,Niet goed,Niet goed,Interessant
1001,Eerder interessant,Duidelijk artikel,niet aangevinkt,Eerder interessant,Eerder goed,Wel steeds onder toezicht,niet aangevinkt,Eerder niet interessant,Keuze individu,niet aangevinkt,1091,Man,1955,64,55-64,55+,9040,Gent,Gent,Oost-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,Oost-Vlaanderen,verstedelijkt,5 grote centra,Kernstad,Gent (GCG),Gent kernstad,AVS,Lager middelbaar onderwijs (enkel 3 eerste jaren voltooid),Hoogstens lager secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,6,5-8,Ik ben getrouwd,Partner,"Ja, enkel uitwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,Blanco/ongeldig,Blanco/ongeldig,,Eerder wel geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Nooit,Minder dan maandelijks,Minstens wekelijks,Minstens maandelijks,Minder dan maandelijks,Dagelijks,Nooit,Nooit,Nooit,Minder dan maandelijks,Dagelijks,Nooit,Dagelijks,Minder dan maandelijks,Nooit,Dagelijks,Minstens wekelijks,Nooit,Minstens wekelijks,Minstens wekelijks,Minder dan maandelijks,Nooit,Nooit,Dagelijks,Dagelijks,Minstens wekelijks,Dagelijks,Dagelijks,Minder dan maandelijks,Dagelijks,VRT,Dagelijks,Dagelijks,Nooit,Dagelijks,Een paar keer per dag,Nooit,Nooit,Een paar keer per week,Nooit,Nooit,Een paar keer per dag,Nooit,Minstens wekelijks,Nooit,Nooit,Nooit,Eerder wel belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,0.43105859206168584,Interessant,Interessant,Goed,Goed,Niet interessant
698,Heel interessant,,Aangevinkt,Eerder niet interessant,Eerder goed,,Aangevinkt,Eerder niet interessant,,Aangevinkt,760,Man,1959,60,55-64,55+,2050,Antwerpen,Antwerpen,Antwerpen,"Antwerpen, Vlaams Brabant, Limburg",Vlaanderen,Nederlands,Antwerpen,verstedelijkt,5 grote centra,Kernstad,Antwerpen (GCA ),Antwerpen kernstad,ATV,Lager middelbaar onderwijs (enkel 3 eerste jaren voltooid),Hoogstens lager secundair,Hoogstens hoger secundair,Bediende,6,5-8,Ik ben getrouwd,Partner,"Ja, enkel uitwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,Ik ben niet gaan stemmen,,,Eerder wel geïnteresseerd,Interesse,"Weet ik meestal wel ongeveer waar het over gaat, maar ken ik de details niet",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Minstens wekelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Dagelijks,Nooit,Dagelijks,Nooit,Nooit,Minstens wekelijks,Minstens wekelijks,Nooit,Nooit,Dagelijks,Nooit,Nooit,Minstens wekelijks,Nooit,Nooit,Nooit,Dagelijks,Minstens maandelijks,Dagelijks,Minstens wekelijks,Minstens maandelijks,Minstens wekelijks,Minstens wekelijks,Rest,Nooit,Nooit,Minstens maandelijks,Minstens wekelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Een paar keer per dag,Minstens wekelijks,Nooit,Nooit,Nooit,Minstens wekelijks,Eerder wel belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Heel erg belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,0.5341905209991015,Interessant,Niet interessant,Goed,Goed,Niet interessant
166,Eerder interessant,Geeft dit niet de aanleiding tot een nieuwe oorlog ?,niet aangevinkt,Helemaal niet interessant,Eerder goed,,Aangevinkt,Eerder niet interessant,Is dit nu ook al niet goed voor de gezondheid ?,niet aangevinkt,183,Man,1961,58,55-64,55+,8700,Tielt,Tielt,West-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,West-Vlaanderen,verstedelijkt,steden,Andere gemeenten,steden Vlaanderen (VCF),Geen stedelijk leefcomplex,WTV,Hoger middelbaar beroepsonderwijs (BSO),Hoger secundair,Hoogstens hoger secundair,Zelfstandige vakman/ondernemer of handelaar met 5 loontrekkenden of minder,4,1-4,Ik ben getrouwd,Partner,"Ja, enkel inwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,CD&V,CD&V,Centrum,Eerder wel geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Nooit,Minstens maandelijks,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Dagelijks,Nooit,Nooit,Dagelijks,Dagelijks,Nooit,Minstens wekelijks,Nooit,Nooit,Minstens wekelijks,Nooit,Dagelijks,Dagelijks,Nooit,Nooit,Nooit,Nooit,Dagelijks,VRT,Dagelijks,Dagelijks,Nooit,Nooit,De hele dag door,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Nooit,Nooit,Nooit,Heel erg belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Heel erg belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,1.2801012120457478,Interessant,Niet interessant,Goed,Goed,Niet interessant
657,Heel interessant,als ze maar 5% van de wereldbevoorradng leveren mag de prijstoch niet stijgen .,niet aangevinkt,Eerder niet interessant,Eerder goed,,Aangevinkt,Eerder interessant,ben geen roker maar ikvind toch dat er ook bij de E sigaret beperkingen moeten zijn.,niet aangevinkt,713,Man,1956,63,55-64,55+,9230,Wetteren,Dendermonde,Oost-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,Oost-Vlaanderen,landelijk,kleine lokaliteiten,Buitenwijk,kleine lokaliteiten Vlaanderen (PLF),Gent slaapstad,TV Oost,Hoger middelbaar technisch onderwijs (TSO),Hoger secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,5,5-8,Ik ben getrouwd,Partner,"Ja, enkel inwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,CD&V,CD&V,Centrum,Heel erg geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minder dan wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Nooit,Minder dan maandelijks,Dagelijks,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Dagelijks,Dagelijks,Nooit,Minstens maandelijks,Nooit,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Dagelijks,Minstens wekelijks,Minstens wekelijks,Minstens wekelijks,Minder dan maandelijks,Nooit,Dagelijks,VRT,Minstens maandelijks,Minstens maandelijks,Nooit,Nooit,Een paar keer per dag,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens maandelijks,Minstens maandelijks,Nooit,Nooit,Eerder niet belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,0.9950690690410406,Interessant,Niet interessant,Goed,Goed,Interessant
500,Heel interessant,Wat zal het volgende wereldtreffende conflict zijn. Ben er echt niet gerust in,niet aangevinkt,Eerder interessant,Eerder goed,"Kinderen moeten vrij kunnen spelen, maar dat betekend nog niet dat alles mag. Opvoeden hoort er bij.",niet aangevinkt,Eerder interessant,"Alle roken moet men verbieden.. Want het is niet enkel de roker, maar ook de passief rokende die wordt blootgesteld aan al die dampen.",niet aangevinkt,544,Man,1957,62,55-64,55+,3560,Lummen,Hasselt,Limburg,"Antwerpen, Vlaams Brabant, Limburg",Vlaanderen,Nederlands,Limburg,landelijk,landelijk,Buitenwijk,landelijk Vlaanderen (CRF),Hasselt-Genk slaapstad,TV-Limburg,Hoger middelbaar onderwijs (ASO),Hoger secundair,Hoogstens hoger secundair,Bediende,3,1-4,Ik heb geen partner en ben alleenstaand,Geen partner,"Nee, ik heb geen kinderen",Geen kinderen,Ja,99999,Nee,99999,99999,Niet,CD&V,CD&V,Centrum,Eerder wel geïnteresseerd,Interesse,"Weet ik meestal wel ongeveer waar het over gaat, maar ken ik de details niet",Op de hoogte,Minder dan wekelijks,Nieuwsvolger,Nooit,Minder dan maandelijks,Minder dan maandelijks,Nooit,Dagelijks,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Minder dan maandelijks,Minder dan maandelijks,Nooit,Nooit,Minder dan maandelijks,Nooit,Minder dan maandelijks,Dagelijks,Dagelijks,Minstens wekelijks,Minstens wekelijks,Dagelijks,Minstens wekelijks,Dagelijks,Rest,Minstens wekelijks,Minder dan maandelijks,Nooit,Dagelijks,Een paar keer per dag,Minder dan wekelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Nooit,Nooit,Nooit,Eerder niet belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Eerder niet belangrijk,Heel erg belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,1.0522314569018243,Interessant,Interessant,Goed,Goed,Interessant
279,Eerder interessant,Hoe duur gaat onze benzine worden?,niet aangevinkt,Eerder interessant,Eerder niet goed,,Aangevinkt,Eerder niet interessant,Wanneer gaan ze bij ons de E-sigaret verbieden?,niet aangevinkt,308,Man,1960,59,55-64,55+,3930,Hamont-Achel,Maaseik,Limburg,"Antwerpen, Vlaams Brabant, Limburg",Vlaanderen,Nederlands,Limburg,landelijk,landelijk,Andere gemeenten,landelijk Vlaanderen (CRF),Geen stedelijk leefcomplex,TV-Limburg,Hoger middelbaar onderwijs (ASO),Hoger secundair,Hoogstens hoger secundair,Bediende,3,1-4,Ik ben getrouwd,Partner,"Ja, zowel inwonende als uitwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,CD&V,CD&V,Centrum,Heel erg geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minder dan wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Dagelijks,Nooit,Nooit,Minstens wekelijks,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minder dan maandelijks,Dagelijks,Minstens maandelijks,Nooit,Dagelijks,Minstens wekelijks,Nooit,Minstens wekelijks,Dagelijks,Minstens wekelijks,Dagelijks,Minstens wekelijks,Minstens wekelijks,Minstens wekelijks,Dagelijks,Rest,Minder dan maandelijks,Minder dan maandelijks,Nooit,Minstens wekelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Eerder wel belangrijk,1.0522314569018243,Interessant,Interessant,Niet goed,Niet goed,Niet interessant
251,Eerder interessant,Wereldproblemen op komst,niet aangevinkt,Eerder niet interessant,Eerder goed,,Aangevinkt,Eerder interessant,Gevolgen nog niet gekend dus best onderzoek want nu vals gevoel bij de gebruikers,niet aangevinkt,276,Man,1957,62,55-64,55+,2290,Vorselaar,Turnhout,Antwerpen,"Antwerpen, Vlaams Brabant, Limburg",Vlaanderen,Nederlands,Antwerpen,landelijk,landelijk,Buitenwijk,landelijk Vlaanderen (CRF),Antwerpen slaapstad,RTV Kempen,Hoger middelbaar technisch onderwijs (TSO),Hoger secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,5,5-8,Ik ben getrouwd,Partner,"Ja, enkel uitwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,N-VA,N-VA,Rechts,Eerder wel geïnteresseerd,Interesse,"Weet ik meestal wel ongeveer waar het over gaat, maar ken ik de details niet",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Dagelijks,Nooit,Minder dan maandelijks,Minder dan maandelijks,Dagelijks,Nooit,Nooit,Nooit,Dagelijks,Nooit,Nooit,Nooit,Nooit,Dagelijks,Nooit,Nooit,Minder dan maandelijks,Minder dan maandelijks,Nooit,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Nooit,Dagelijks,Dagelijks,Minstens wekelijks,Dagelijks,Dagelijks,Minder dan maandelijks,Dagelijks,Dagelijks,Rest,Minder dan maandelijks,Minder dan maandelijks,Minstens wekelijks,Minder dan maandelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,De hele dag door,Dagelijks,Nooit,Nooit,Nooit,Minder dan maandelijks,Eerder wel belangrijk,Helemaal niet belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,0.9529681812880322,Interessant,Niet interessant,Goed,Goed,Interessant
211,Heel interessant,,Aangevinkt,Heel interessant,Eerder goed,,Aangevinkt,Eerder interessant,,Aangevinkt,230,Man,1961,58,55-64,55+,2627,Schelle,Antwerpen,Antwerpen,"Antwerpen, Vlaams Brabant, Limburg",Vlaanderen,Nederlands,Antwerpen,verstedelijkt,5 grote centra,Randstad,Antwerpen (GCA ),Antwerpen randstad,ATV,Hoger middelbaar technisch onderwijs (TSO),Hoger secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,5,5-8,Ik heb geen partner en ben alleenstaand,Geen partner,"Ja, enkel uitwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,N-VA,N-VA,Rechts,Heel erg geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Nooit,Nooit,Minder dan maandelijks,Minder dan maandelijks,Nooit,Minder dan maandelijks,Nooit,Nooit,Minstens wekelijks,Dagelijks,Dagelijks,Dagelijks,Minstens wekelijks,Dagelijks,Dagelijks,Nooit,Dagelijks,Dagelijks,Minstens wekelijks,Minder dan maandelijks,Minder dan maandelijks,Minstens maandelijks,Minstens maandelijks,Minstens maandelijks,Minstens maandelijks,Nooit,Minstens wekelijks,Dagelijks,Dagelijks,Dagelijks,Dagelijks,Minder dan maandelijks,Dagelijks,Dagelijks,Rest,Dagelijks,Dagelijks,Nooit,Minder dan maandelijks,De hele dag door,Een paar keer per week,Minder dan wekelijks,Minder dan wekelijks,Minder dan wekelijks,Minder dan wekelijks,Minder dan wekelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Eerder wel belangrijk,Heel erg belangrijk,Heel erg belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,0.9529681812880322,Interessant,Interessant,Goed,Goed,Interessant
451,Eerder interessant,Zit Trump hier achter de schermen te stoken?,niet aangevinkt,Eerder niet interessant,Eerder goed,Wat is risico nemen als je kind bent. Als je dan al moet gaan nadenken zou ik wel zou ik niet dan gaat het speelse eruit.,niet aangevinkt,Helemaal niet interessant,Stop met roken en verbied Esigaret,niet aangevinkt,492,Man,1957,62,55-64,55+,1910,Kampenhout,Halle-Vilvoorde,Vlaams-Brabant,"Antwerpen, Vlaams Brabant, Limburg",Vlaanderen,Nederlands,BHV,landelijk,landelijk,Slaapstad,landelijk Vlaanderen (CRF),Brussel buitenwijk,Ring TV,Hoger middelbaar onderwijs (ASO),Hoger secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,4,1-4,Ik ben getrouwd,Partner,"Ja, enkel uitwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,N-VA,N-VA,Rechts,Eerder wel geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Minstens wekelijks,Dagelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Dagelijks,Dagelijks,Nooit,Minstens wekelijks,Dagelijks,Minder dan maandelijks,Minder dan maandelijks,Minder dan maandelijks,Dagelijks,Dagelijks,Nooit,Minstens wekelijks,Minstens wekelijks,Nooit,Minstens wekelijks,Dagelijks,Minstens maandelijks,Minstens wekelijks,Minstens wekelijks,Minstens wekelijks,Nooit,Minder dan maandelijks,Dagelijks,Dagelijks,Dagelijks,Minstens wekelijks,Minstens maandelijks,Dagelijks,Dagelijks,Rest,Minder dan maandelijks,Minder dan maandelijks,Minstens wekelijks,Minstens maandelijks,Nooit,Nooit,Nooit,Minder dan wekelijks,Nooit,Nooit,Een paar keer per dag,Nooit,Minstens wekelijks,Minstens wekelijks,Minder dan maandelijks,Dagelijks,Heel erg belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,0.8504823999952361,Interessant,Niet interessant,Goed,Goed,Niet interessant
390,Heel interessant,Wat gaat er gebeuren met de olieprijs,niet aangevinkt,Eerder interessant,Eerder goed,,Aangevinkt,Heel interessant,Is dit niet een overdreven reactie? Er is nog niets bewezen,niet aangevinkt,425,Man,1962,57,55-64,55+,3730,Hoeselt,Tongeren,Limburg,"Antwerpen, Vlaams Brabant, Limburg",Vlaanderen,Nederlands,Limburg,landelijk,landelijk,Buitenwijk,landelijk Vlaanderen (CRF),Hasselt-Genk slaapstad,TV-Limburg,Hoger middelbaar onderwijs (ASO),Hoger secundair,Hoogstens hoger secundair,(Brug)gepensioneerd,4,1-4,Ik heb geen partner en ben alleenstaand,Geen partner,"Ja, enkel inwonende kinderen",Wel kinderen,Ja,99999,Nee,99999,99999,Niet,N-VA,N-VA,Rechts,Heel erg geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens maandelijks,Minstens maandelijks,Minstens maandelijks,Minstens maandelijks,Minstens maandelijks,Minstens maandelijks,Minstens maandelijks,Nooit,Dagelijks,Minstens wekelijks,Dagelijks,Nooit,Minstens maandelijks,Dagelijks,Minder dan maandelijks,Nooit,Minstens maandelijks,Nooit,Minstens maandelijks,Dagelijks,Dagelijks,Minstens wekelijks,Dagelijks,Minstens maandelijks,Minstens maandelijks,Dagelijks,VRT,Dagelijks,Dagelijks,Dagelijks,Minder dan maandelijks,De hele dag door,Nooit,De hele dag door,Nooit,Nooit,Nooit,Nooit,Dagelijks,Minstens maandelijks,Minstens maandelijks,Nooit,Nooit,Eerder niet belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Heel erg belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Heel erg belangrijk,0.990214666372241,Interessant,Interessant,Goed,Goed,Interessant
298,Eerder interessant,Wanneer gaat opper smurf Trump eens geen oorlogstaal spreken ?,niet aangevinkt,Eerder niet interessant,Eerder goed,,Aangevinkt,Eerder interessant,"In welke mate zijn er al studies geweest,en hoe hard gaan de fabrikanten hier weer lobbyen ?",niet aangevinkt,327,Man,1961,58,55-64,55+,1930,Zaventem,Halle-Vilvoorde,Vlaams-Brabant,Brussel,Vlaanderen,Nederlands,BHV,verstedelijkt,5 grote centra,Randstad,Brussel (GCB),Brussel randstad,Ring TV,Hoger middelbaar onderwijs (ASO),Hoger secundair,Hoogstens hoger secundair,Werkzoekend,4,1-4,Ik ben feitelijk samenwonend,Partner,"Nee, ik heb geen kinderen",Geen kinderen,Ja,99999,Nee,99999,99999,Niet,Sp.a,Sp.a,Links,Eerder wel geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minder dan wekelijks,Nieuwsvolger,Nooit,Nooit,Minstens maandelijks,Nooit,Nooit,Minstens wekelijks,Dagelijks,Nooit,Nooit,Nooit,Minstens wekelijks,Nooit,Nooit,Minder dan maandelijks,Dagelijks,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Minstens wekelijks,Nooit,Dagelijks,Minstens wekelijks,Nooit,Nooit,Nooit,Dagelijks,Minstens wekelijks,Minstens wekelijks,Minstens wekelijks,Minstens wekelijks,Nooit,Dagelijks,VRT,Minstens maandelijks,Minstens wekelijks,Nooit,Minstens wekelijks,Nooit,Nooit,Nooit,Een paar keer per week,Nooit,Nooit,Nooit,Nooit,Minstens maandelijks,Nooit,Nooit,Nooit,Eerder wel belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Eerder wel belangrijk,1.0620034736397914,Interessant,Niet interessant,Goed,Goed,Interessant
243,Heel interessant,Zit VS es Saoudi Arabië niet zelf achter de aanval om de olieprijzen de hoogte in te jagen?,niet aangevinkt,Eerder interessant,Weet niet/geen mening,,Aangevinkt,Eerder niet interessant,,Aangevinkt,267,Man,1963,56,55-64,55+,9180,Moerbeke-Waas,Gent,Oost-Vlaanderen,Oost + West Vlaanderen,Vlaanderen,Nederlands,Oost-Vlaanderen,landelijk,landelijk,Buitenwijk,landelijk Vlaanderen (CRF),Gent slaapstad,TV Oost,Hoger middelbaar technisch onderwijs (TSO),Hoger secundair,Hoogstens hoger secundair,Arbeider,5,5-8,Ik ben getrouwd,Partner,"Nee, ik heb geen kinderen",Geen kinderen,Ja,99999,Nee,99999,99999,Niet,Sp.a,Sp.a,Links,Heel erg geïnteresseerd,Interesse,"Kan ik goed meepraten over wat er gebeurd is, ik ben steeds op de hoogte van het laatste nieuws",Op de hoogte,Minstens wekelijks,Nieuwsvolger,Nooit,Dagelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Nooit,Nooit,Nooit,Nooit,Nooit,Nooit,Minstens wekelijks,Nooit,Nooit,Dagelijks,Nooit,Nooit,Minstens maandelijks,Nooit,Nooit,Minder dan maandelijks,Nooit,Dagelijks,Dagelijks,Minder dan maandelijks,Minstens maandelijks,Minder dan maandelijks,Minder dan maandelijks,Minstens wekelijks,VRT,Minstens wekelijks,Minstens wekelijks,Nooit,Minder dan maandelijks,Een paar keer per dag,Nooit,Nooit,Nooit,Nooit,Nooit,Een paar keer per dag,Nooit,Nooit,Nooit,Nooit,Nooit,Eerder wel belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Heel erg belangrijk,Eerder wel belangrijk,Eerder niet belangrijk,Eerder wel belangrijk,Heel erg belangrijk,1.169316038978019,Interessant,Interessant,Geen mening,Geen mening,Niet interessant
